date_key,stock_key,open_price,high_price,low_price,close_price,trading_volume,audit_key,_created_at,_updated_at,_source_file
20230704,1,32.2,32.31,31.73,31.91,1183792,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230705,1,32.06,32.46,31.95,32.17,1295281,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230706,1,32.06,32.38,31.62,31.88,1337633,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230707,1,31.69,32.13,31.69,32.13,880503,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230710,1,32.2,34.05,32.06,34.05,4624172,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230711,1,34.23,34.38,33.73,33.76,2621966,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230712,1,34.05,34.2,33.47,33.87,2334556,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230713,1,34.02,34.45,33.76,34.02,1886191,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230714,1,34.02,34.56,33.4,33.91,2607357,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230717,1,33.91,34.16,33.51,33.51,2232487,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230718,1,33.51,33.87,33.51,33.87,1668084,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230719,1,34.02,34.02,33.25,33.54,2330351,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230720,1,33.51,33.65,33.25,33.54,935257,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230721,1,33.54,33.91,33.44,33.91,1422722,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230724,1,34.02,34.52,33.94,33.94,1971317,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230725,1,33.91,34.23,33.87,34.2,1623071,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230726,1,34.2,34.85,34.2,34.34,2331102,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230727,1,34.31,34.38,33.83,33.87,1370747,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230728,1,33.87,34.31,33.65,33.87,1755787,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230731,1,34.09,34.41,33.87,34.23,1874511,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230801,1,34.49,35.9,34.23,34.96,3818310,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230802,1,34.96,35.76,34.92,35.61,2357585,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230803,1,35.61,35.65,35.1,35.21,2095613,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230804,1,35.18,35.47,34.96,35.1,2197186,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230807,1,35.32,35.87,35.14,35.43,2005942,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230808,1,35.47,35.87,35.21,35.28,2106243,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230809,1,35.28,35.39,34.85,34.96,1803151,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230810,1,34.96,35.1,33.73,33.73,2613597,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230811,1,33.73,34.02,33.07,33.87,2103722,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230814,1,34.09,34.56,33.83,34.52,2118350,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230815,1,34.38,34.52,33.98,34.09,1658986,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230816,1,34.05,34.52,34.02,34.45,1354583,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230817,1,34.45,34.6,34.16,34.16,1667072,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230818,1,34.16,34.16,31.98,32.06,2846703,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230821,1,32.35,33.98,32.27,33.07,1811621,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230822,1,32.57,33.33,32.27,33.22,1288347,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230823,1,33.51,33.51,32.93,33.15,1363636,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230824,1,33.15,33.44,32.89,33.22,1360643,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230825,1,33.22,33.22,32.67,32.78,1175391,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230828,1,32.89,33.29,32.86,32.93,741098,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230829,1,32.93,33.44,32.89,33.22,1360549,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230830,1,33.36,33.8,33.22,33.51,1124807,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230831,1,33.62,34.05,33.58,34.05,1670262,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230905,1,34.09,34.6,34.09,34.45,1363784,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230906,1,34.6,34.6,34.2,34.31,1179695,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230907,1,34.45,34.92,34.23,34.34,1175552,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230908,1,34.45,34.49,34.05,34.09,1602280,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230911,1,34.38,34.38,33.36,33.73,968152,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230912,1,33.91,34.09,33.65,34.09,992725,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230913,1,34.16,34.34,33.73,34.09,1202272,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230914,1,34.09,34.74,33.91,33.91,1875211,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230915,1,34.09,34.38,33.94,33.94,1054708,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230918,1,34.09,34.09,32.86,33.18,1447691,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230919,1,33.22,33.47,32.64,32.78,1190762,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230920,1,32.78,33.15,32.71,33.15,674134,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230921,1,33.15,33.4,32.71,32.78,915754,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230922,1,32.49,33.4,32.06,33.4,1823119,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230925,1,33.4,33.4,32.57,32.71,1038835,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230926,1,32.86,32.86,32.06,32.17,1122726,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230927,1,32.17,32.42,32.09,32.2,1080562,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230928,1,32.17,32.42,32.09,32.17,696016,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20230929,1,32.2,32.46,32.06,32.17,543179,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20231002,1,32.17,32.38,31.77,31.88,688922,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20231003,1,31.66,31.73,30.14,30.14,1337182,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20231004,1,29.74,31.15,29.74,30.82,893351,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20231005,1,30.82,31.08,30.14,30.17,526719,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20231006,1,30.17,30.82,29.88,30.61,555678,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20231009,1,30.61,30.68,30.32,30.43,700250,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20231010,1,30.61,30.82,30.39,30.5,877347,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20231011,1,30.82,30.82,30.28,30.46,1118039,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20231012,1,30.5,30.75,30.39,30.57,1017284,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20231013,1,30.61,30.82,30.53,30.82,1027673,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20231016,1,30.82,30.82,29.92,30.21,974231,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20231017,1,30.39,30.61,29.95,29.95,979130,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
