timestamp,date_key,stock_key,session_key,matched_price,matched_volume,cumulative_volume
2026-06-19 09:01:38,20260619,2,1,28.99,4350,109950
2026-06-19 09:01:38,20260619,2,1,28.95,3090,117980
2026-06-19 09:01:39,20260619,2,1,28.98,510,127290
2026-06-19 09:01:42,20260619,2,1,29.04,2940,130230
2026-06-19 09:01:43,20260619,2,1,29.0,2380,132610
2026-06-19 09:01:43,20260619,2,1,28.96,4120,136730
2026-06-19 09:01:45,20260619,2,1,28.82,2520,139250
2026-06-19 09:01:46,20260619,2,1,28.8,2210,141460
2026-06-19 09:01:51,20260619,2,1,28.86,4250,145710
2026-06-19 09:01:52,20260619,2,1,28.76,3090,148800
2026-06-19 09:01:52,20260619,2,1,28.71,640,149440
2026-06-19 09:01:52,20260619,2,1,28.73,3450,152890
2026-06-19 09:01:55,20260619,2,1,28.62,3980,156870
2026-06-19 09:01:59,20260619,2,1,28.59,3780,160650
2026-06-19 09:02:01,20260619,2,1,28.65,4390,165040
2026-06-19 09:02:02,20260619,2,1,28.75,4690,169730
2026-06-19 09:02:03,20260619,2,1,28.77,1820,171550
2026-06-19 09:02:07,20260619,2,1,28.72,2860,174410
2026-06-19 09:02:08,20260619,2,1,28.67,3430,177840
2026-06-19 09:02:09,20260619,2,1,28.68,2380,180220
2026-06-19 09:02:10,20260619,2,1,28.69,4150,184370
2026-06-19 09:02:10,20260619,2,1,28.79,390,184760
2026-06-19 09:02:10,20260619,2,1,28.84,320,185080
2026-06-19 09:02:14,20260619,2,1,28.84,140,185220
2026-06-19 09:02:14,20260619,2,1,28.82,720,185940
2026-06-19 09:02:18,20260619,2,1,28.97,2300,188240
2026-06-19 09:02:22,20260619,2,1,29.01,3240,191480
2026-06-19 09:02:23,20260619,2,1,28.96,910,197260
2026-06-19 09:02:23,20260619,2,1,28.97,4870,196350
2026-06-19 09:02:26,20260619,2,1,28.92,2510,199770
2026-06-19 09:02:27,20260619,2,1,28.8,2620,202390
2026-06-19 09:02:30,20260619,2,1,28.81,610,203000
2026-06-19 09:02:31,20260619,2,1,28.9,3300,206300
2026-06-19 09:02:32,20260619,2,1,28.82,480,206780
2026-06-19 09:02:34,20260619,2,1,28.82,4740,211520
2026-06-19 09:02:36,20260619,2,1,28.79,2680,214200
2026-06-19 09:02:37,20260619,2,1,28.81,4350,218550
2026-06-19 09:02:39,20260619,2,1,28.74,4200,226110
2026-06-19 09:02:39,20260619,2,1,28.8,3360,221910
2026-06-19 09:02:40,20260619,2,1,28.69,4210,230320
2026-06-19 09:02:40,20260619,2,1,28.65,4470,234790
2026-06-19 09:02:40,20260619,2,1,28.71,4880,239670
2026-06-19 09:02:41,20260619,2,1,28.78,2800,242470
2026-06-19 09:02:42,20260619,2,1,28.76,4460,246930
2026-06-19 09:02:46,20260619,2,1,28.82,810,247740
2026-06-19 09:02:50,20260619,2,1,28.81,790,248530
2026-06-19 09:02:51,20260619,2,1,28.8,2290,250820
2026-06-19 09:02:55,20260619,2,1,28.8,130,250950
2026-06-19 09:03:00,20260619,2,1,28.82,3590,254540
2026-06-19 09:03:03,20260619,2,1,28.79,4100,258640
2026-06-19 09:03:06,20260619,2,1,28.79,2990,261630
2026-06-19 09:03:07,20260619,2,1,28.83,3890,265520
2026-06-19 09:03:09,20260619,2,1,28.83,3990,269510
2026-06-19 09:03:09,20260619,2,1,28.84,3010,272520
2026-06-19 09:03:10,20260619,2,1,28.86,3640,276160
2026-06-19 09:03:11,20260619,2,1,28.89,4320,282880
2026-06-19 09:03:11,20260619,2,1,28.89,2400,278560
2026-06-19 09:03:14,20260619,2,1,28.87,890,283770
2026-06-19 09:03:17,20260619,2,1,28.88,750,284520
2026-06-19 09:03:20,20260619,2,1,28.8,1450,285970
2026-06-19 09:03:20,20260619,2,1,28.79,4080,290050
2026-06-19 09:03:21,20260619,2,1,28.66,2000,292050
2026-06-19 09:03:22,20260619,2,1,28.58,3560,295610
2026-06-19 09:03:25,20260619,2,1,28.49,3450,299060
2026-06-19 09:03:26,20260619,2,1,28.54,4580,303640
2026-06-19 09:03:27,20260619,2,1,28.54,680,304320
2026-06-19 09:03:34,20260619,2,1,28.48,2750,307070
2026-06-19 09:03:36,20260619,2,1,28.5,160,307230
2026-06-19 09:03:37,20260619,2,1,28.55,3770,311000
2026-06-19 09:03:39,20260619,2,1,28.58,2110,313110
2026-06-19 09:03:39,20260619,2,1,28.57,3410,316520
2026-06-19 09:03:44,20260619,2,1,28.58,4740,321260
2026-06-19 09:03:44,20260619,2,1,28.63,2460,323720
2026-06-19 09:03:44,20260619,2,1,28.6,2770,326490
2026-06-19 09:03:45,20260619,2,1,28.6,880,327370
2026-06-19 09:03:46,20260619,2,1,28.59,550,327920
2026-06-19 09:03:49,20260619,2,1,28.51,2520,330440
2026-06-19 09:03:50,20260619,2,1,28.56,2970,333410
2026-06-19 09:03:50,20260619,2,1,28.66,1690,335100
2026-06-19 09:03:50,20260619,2,1,28.61,1240,336340
2026-06-19 09:03:52,20260619,2,1,28.66,4830,341170
2026-06-19 09:03:52,20260619,2,1,28.62,4710,345880
2026-06-19 09:03:53,20260619,2,1,28.63,1230,347110
2026-06-19 09:04:00,20260619,2,1,28.7,1350,348460
2026-06-19 09:04:01,20260619,2,1,28.68,990,349450
2026-06-19 09:04:02,20260619,2,1,28.68,700,350150
2026-06-19 09:04:03,20260619,2,1,28.59,4620,354770
2026-06-19 09:04:05,20260619,2,1,28.55,3260,358030
2026-06-19 09:04:06,20260619,2,1,28.46,1110,359140
2026-06-19 09:04:11,20260619,2,1,28.48,1230,360370
2026-06-19 09:04:12,20260619,2,1,28.52,1830,362200
2026-06-19 09:04:12,20260619,2,1,28.51,4610,366810
2026-06-19 09:04:13,20260619,2,1,28.52,1010,367820
2026-06-19 09:04:13,20260619,2,1,28.51,1920,369740
2026-06-19 09:04:15,20260619,2,1,28.54,3940,373680
2026-06-19 09:04:18,20260619,2,1,28.55,2140,375820
2026-06-19 09:04:22,20260619,2,1,28.45,3720,379540
2026-06-19 09:04:27,20260619,2,1,28.5,2040,381580
2026-06-19 09:04:29,20260619,2,1,28.48,3140,384720
2026-06-19 09:04:30,20260619,2,1,28.42,340,385060
2026-06-19 09:04:30,20260619,2,1,28.39,2430,387490
2026-06-19 09:04:33,20260619,2,1,28.3,250,387740
2026-06-19 09:04:36,20260619,2,1,28.24,4780,392520
2026-06-19 09:04:36,20260619,2,1,28.24,1500,394020
2026-06-19 09:04:36,20260619,2,1,28.25,4450,398470
2026-06-19 09:04:39,20260619,2,1,28.27,4290,403930
2026-06-19 09:04:39,20260619,2,1,28.27,1170,399640
2026-06-19 09:04:42,20260619,2,1,28.24,4650,408580
2026-06-19 09:04:42,20260619,2,1,28.23,3090,411670
2026-06-19 09:04:43,20260619,2,1,28.21,3480,415150
2026-06-19 09:04:47,20260619,2,1,28.13,3120,418270
2026-06-19 09:04:48,20260619,2,1,28.09,3890,422160
2026-06-19 09:04:53,20260619,2,1,28.14,890,423050
2026-06-19 09:04:55,20260619,2,1,28.21,850,423900
2026-06-19 09:04:57,20260619,2,1,28.25,2850,426750
2026-06-19 09:05:01,20260619,2,1,28.32,4110,430860
2026-06-19 09:05:03,20260619,2,1,28.33,4470,435330
2026-06-19 09:05:08,20260619,2,1,28.42,2770,438100
2026-06-19 09:05:13,20260619,2,1,28.52,1210,439310
2026-06-19 09:05:15,20260619,2,1,28.43,4180,443490
2026-06-19 09:05:17,20260619,2,1,28.44,3250,446740
2026-06-19 09:05:20,20260619,2,1,28.45,840,447580
2026-06-19 09:05:22,20260619,2,1,28.43,2230,449810
2026-06-19 09:05:22,20260619,2,1,28.45,3750,453560
2026-06-19 09:05:25,20260619,2,1,28.45,430,453990
2026-06-19 09:05:30,20260619,2,1,28.41,1750,457240
2026-06-19 09:05:30,20260619,2,1,28.42,1500,455490
2026-06-19 09:05:37,20260619,2,1,28.48,4050,461290
2026-06-19 09:05:37,20260619,2,1,28.48,2400,463690
2026-06-19 09:05:37,20260619,2,1,28.52,3010,466700
2026-06-19 09:05:39,20260619,2,1,28.5,370,467070
2026-06-19 09:05:39,20260619,2,1,28.52,4840,471910
2026-06-19 09:05:43,20260619,2,1,28.46,3040,474950
2026-06-19 09:05:43,20260619,2,1,28.44,3420,478370
2026-06-19 09:05:45,20260619,2,1,28.33,1000,487420
2026-06-19 09:05:45,20260619,2,1,28.37,3690,486420
2026-06-19 09:05:45,20260619,2,1,28.43,4360,482730
2026-06-19 09:05:47,20260619,2,1,28.34,1240,488660
2026-06-19 09:05:48,20260619,2,1,28.35,1680,490340
2026-06-19 09:05:48,20260619,2,1,28.39,2670,493010
2026-06-19 09:05:53,20260619,2,1,28.36,3820,496830
2026-06-19 09:05:58,20260619,2,1,28.36,3470,500300
2026-06-19 09:06:04,20260619,2,1,28.33,990,501290
2026-06-19 09:06:06,20260619,2,1,28.37,2540,503830
2026-06-19 09:06:12,20260619,2,1,28.45,400,507300
2026-06-19 09:06:12,20260619,2,1,28.42,3070,506900
2026-06-19 09:06:13,20260619,2,1,28.5,3260,510560
2026-06-19 09:06:14,20260619,2,1,28.5,3670,514230
2026-06-19 09:06:16,20260619,2,1,28.54,3210,517440
2026-06-19 09:06:18,20260619,2,1,28.55,4790,522230
2026-06-19 09:06:19,20260619,2,1,28.5,2370,524600
2026-06-19 09:06:24,20260619,2,1,28.51,3480,528080
2026-06-19 09:06:24,20260619,2,1,28.46,1370,529450
2026-06-19 09:06:25,20260619,2,1,28.56,2790,535030
2026-06-19 09:06:25,20260619,2,1,28.59,4220,539250
2026-06-19 09:06:25,20260619,2,1,28.58,2790,532240
2026-06-19 09:06:26,20260619,2,1,28.59,2180,541430
2026-06-19 09:06:27,20260619,2,1,28.53,1870,543300
2026-06-19 09:06:27,20260619,2,1,28.43,3150,546450
2026-06-19 09:06:29,20260619,2,1,28.47,2000,548450
2026-06-19 09:06:31,20260619,2,1,28.55,3660,552110
2026-06-19 09:06:31,20260619,2,1,28.51,4660,556770
2026-06-19 09:06:32,20260619,2,1,28.41,770,562120
2026-06-19 09:06:32,20260619,2,1,28.43,4580,561350
2026-06-19 09:06:37,20260619,2,1,28.33,2760,568240
2026-06-19 09:06:37,20260619,2,1,28.37,3360,565480
2026-06-19 09:06:39,20260619,2,1,28.36,2790,571030
2026-06-19 09:06:40,20260619,2,1,28.36,3710,574740
2026-06-19 09:06:40,20260619,2,1,28.32,4760,579500
2026-06-19 09:06:41,20260619,2,1,28.35,3690,583190
2026-06-19 09:06:42,20260619,2,1,28.38,3960,587150
2026-06-19 09:06:42,20260619,2,1,28.37,1370,588520
2026-06-19 09:06:43,20260619,2,1,28.37,2730,591250
2026-06-19 09:06:46,20260619,2,1,28.42,2510,596060
2026-06-19 09:06:46,20260619,2,1,28.4,2300,593550
2026-06-19 09:06:47,20260619,2,1,28.42,4940,601000
2026-06-19 09:06:50,20260619,2,1,28.49,2530,603530
2026-06-19 09:06:53,20260619,2,1,28.52,4360,607890
2026-06-19 09:06:54,20260619,2,1,28.5,4020,611910
2026-06-19 09:06:55,20260619,2,1,28.48,280,612190
2026-06-19 09:06:58,20260619,2,1,28.45,4050,616240
2026-06-19 09:06:59,20260619,2,1,28.48,1640,617880
2026-06-19 09:07:01,20260619,2,1,28.45,2380,620260
2026-06-19 09:07:07,20260619,2,1,28.43,3770,624030
2026-06-19 09:07:15,20260619,2,1,28.48,670,624700
2026-06-19 09:07:17,20260619,2,1,28.49,2900,627600
2026-06-19 09:07:18,20260619,2,1,28.55,540,628140
2026-06-19 09:07:21,20260619,2,1,28.59,1110,629250
2026-06-19 09:07:32,20260619,2,1,28.53,570,629820
2026-06-19 09:07:32,20260619,2,1,28.53,590,630410
2026-06-19 09:07:34,20260619,2,1,28.58,900,631310
2026-06-19 09:07:35,20260619,2,1,28.54,680,635080
2026-06-19 09:07:35,20260619,2,1,28.52,3090,634400
2026-06-19 09:07:38,20260619,2,1,28.54,1700,636780
2026-06-19 09:07:39,20260619,2,1,28.45,1120,637900
2026-06-19 09:07:39,20260619,2,1,28.45,3430,641330
2026-06-19 09:07:40,20260619,2,1,28.41,4210,645540
2026-06-19 09:07:41,20260619,2,1,28.35,2830,648370
2026-06-19 09:07:41,20260619,2,1,28.35,1920,650290
2026-06-19 09:07:43,20260619,2,1,28.26,4260,654550
2026-06-19 09:07:46,20260619,2,1,28.22,1250,655800
2026-06-19 09:07:49,20260619,2,1,28.35,3710,659510
2026-06-19 09:07:50,20260619,2,1,28.38,4080,663590
2026-06-19 09:07:51,20260619,2,1,28.34,4540,668130
2026-06-19 09:07:51,20260619,2,1,28.41,2760,670890
2026-06-19 09:07:52,20260619,2,1,28.36,1730,672620
2026-06-19 09:07:52,20260619,2,1,28.33,1520,674140
2026-06-19 09:07:52,20260619,2,1,28.28,4460,678600
2026-06-19 09:07:54,20260619,2,1,28.29,3270,681870
2026-06-19 09:07:55,20260619,2,1,28.36,3130,685000
2026-06-19 09:07:56,20260619,2,1,28.2,2590,688620
2026-06-19 09:07:56,20260619,2,1,28.26,4080,692700
2026-06-19 09:07:56,20260619,2,1,28.31,1030,686030
2026-06-19 09:08:00,20260619,2,1,28.34,4560,697260
2026-06-19 09:08:04,20260619,2,1,28.24,3520,700780
2026-06-19 09:08:04,20260619,2,1,28.26,4360,705140
2026-06-19 09:08:08,20260619,2,1,28.27,3150,708290
2026-06-19 09:08:09,20260619,2,1,28.23,3250,711540
2026-06-19 09:08:09,20260619,2,1,28.16,2490,714030
2026-06-19 09:08:11,20260619,2,1,28.21,680,714710
2026-06-19 09:08:12,20260619,2,1,28.22,240,714950
2026-06-19 09:08:16,20260619,2,1,28.2,2120,720010
2026-06-19 09:08:16,20260619,2,1,28.23,2940,717890
2026-06-19 09:08:18,20260619,2,1,28.16,2460,722470
2026-06-19 09:08:22,20260619,2,1,28.04,4750,727220
2026-06-19 09:08:22,20260619,2,1,28.03,3050,730270
2026-06-19 09:08:23,20260619,2,1,28.1,2960,733230
2026-06-19 09:08:24,20260619,2,1,28.06,820,734050
2026-06-19 09:08:25,20260619,2,1,27.98,2230,736280
2026-06-19 09:08:25,20260619,2,1,28.0,200,736480
2026-06-19 09:08:28,20260619,2,1,28.03,3460,739940
2026-06-19 09:08:29,20260619,2,1,27.98,3270,745550
2026-06-19 09:08:29,20260619,2,1,28.0,2340,742280
2026-06-19 09:08:30,20260619,2,1,28.0,2120,747670
2026-06-19 09:08:30,20260619,2,1,27.99,2400,750070
2026-06-19 09:08:30,20260619,2,1,28.04,4010,754080
2026-06-19 09:08:31,20260619,2,1,28.16,600,754680
2026-06-19 09:08:31,20260619,2,1,28.08,660,755340
2026-06-19 09:08:35,20260619,2,1,28.14,1410,756750
2026-06-19 09:08:37,20260619,2,1,28.14,4290,761040
2026-06-19 09:08:40,20260619,2,1,28.21,4120,765160
2026-06-19 09:08:44,20260619,2,1,28.25,2890,768050
2026-06-19 09:08:44,20260619,2,1,28.25,3060,771110
2026-06-19 09:08:57,20260619,2,1,28.29,3140,774250
2026-06-19 09:09:00,20260619,2,1,28.27,4750,779000
2026-06-19 09:09:06,20260619,2,1,28.23,2340,781340
2026-06-19 09:09:06,20260619,2,1,28.27,1830,783170
2026-06-19 09:09:10,20260619,2,1,28.23,3010,786180
2026-06-19 09:09:13,20260619,2,1,28.26,2750,788930
2026-06-19 09:09:15,20260619,2,1,28.15,870,792360
2026-06-19 09:09:15,20260619,2,1,28.26,2560,791490
2026-06-19 09:09:16,20260619,2,1,28.12,1440,793800
2026-06-19 09:09:20,20260619,2,1,28.14,1490,795290
2026-06-19 09:09:21,20260619,2,1,28.12,3510,798800
2026-06-19 09:09:22,20260619,2,1,27.99,2620,801420
2026-06-19 09:09:22,20260619,2,1,28.05,4840,806260
2026-06-19 09:09:23,20260619,2,1,28.06,1850,808110
2026-06-19 09:09:23,20260619,2,1,28.08,4300,812410
2026-06-19 09:09:24,20260619,2,1,28.06,4680,817090
2026-06-19 09:09:25,20260619,2,1,28.18,690,822070
2026-06-19 09:09:25,20260619,2,1,28.09,4290,821380
2026-06-19 09:09:25,20260619,2,1,28.14,4700,826770
2026-06-19 09:09:26,20260619,2,1,28.23,3610,830380
2026-06-19 09:09:29,20260619,2,1,28.25,2630,833010
2026-06-19 09:09:31,20260619,2,1,28.2,170,833180
2026-06-19 09:09:33,20260619,2,1,28.31,4000,837180
2026-06-19 09:09:33,20260619,2,1,28.33,1160,838340
2026-06-19 09:09:34,20260619,2,1,28.37,1800,840140
2026-06-19 09:09:37,20260619,2,1,28.35,670,840810
2026-06-19 09:09:39,20260619,2,1,28.31,3460,844270
2026-06-19 09:09:46,20260619,2,1,28.32,3510,847780
2026-06-19 09:09:52,20260619,2,1,28.4,4390,852170
2026-06-19 09:10:00,20260619,2,1,28.38,2990,855160
2026-06-19 09:10:06,20260619,2,1,28.38,930,856090
2026-06-19 09:10:07,20260619,2,1,28.46,1260,857350
2026-06-19 09:10:08,20260619,2,1,28.44,2090,859440
2026-06-19 09:10:08,20260619,2,1,28.47,310,859750
2026-06-19 09:10:09,20260619,2,1,28.51,2280,862030
2026-06-19 09:10:10,20260619,2,1,28.5,2350,864380
2026-06-19 09:10:12,20260619,2,1,28.52,4140,868520
2026-06-19 09:10:12,20260619,2,1,28.55,2800,871320
2026-06-19 09:10:14,20260619,2,1,28.53,3980,875300
2026-06-19 09:10:19,20260619,2,1,28.57,1110,876410
2026-06-19 09:10:23,20260619,2,1,28.54,1540,877950
2026-06-19 09:10:24,20260619,2,1,28.51,4650,882600
2026-06-19 09:10:24,20260619,2,1,28.43,1560,884160
2026-06-19 09:10:25,20260619,2,1,28.41,2700,886860
2026-06-19 09:10:27,20260619,2,1,28.37,2880,889740
2026-06-19 09:10:27,20260619,2,1,28.35,3480,893220
2026-06-19 09:10:32,20260619,2,1,28.38,230,893450
2026-06-19 09:10:37,20260619,2,1,28.29,2750,896200
2026-06-19 09:10:38,20260619,2,1,28.19,2960,899160
2026-06-19 09:10:39,20260619,2,1,28.15,1500,900660
2026-06-19 09:10:39,20260619,2,1,28.18,3920,904580
2026-06-19 09:10:39,20260619,2,1,28.19,4150,908730
2026-06-19 09:10:40,20260619,2,1,28.15,3020,911750
2026-06-19 09:10:41,20260619,2,1,28.21,4320,916070
2026-06-19 09:10:42,20260619,2,1,28.18,4030,920100
2026-06-19 09:10:45,20260619,2,1,28.2,400,920500
2026-06-19 09:10:46,20260619,2,1,28.18,1800,922300
2026-06-19 09:10:47,20260619,2,1,28.14,3640,925940
2026-06-19 09:10:48,20260619,2,1,28.11,2140,928080
2026-06-19 09:10:51,20260619,2,1,28.15,4870,932950
2026-06-19 09:10:53,20260619,2,1,28.17,4910,937860
2026-06-19 09:10:54,20260619,2,1,28.21,4290,942150
2026-06-19 09:10:58,20260619,2,1,28.23,3000,945150
2026-06-19 09:10:58,20260619,2,1,28.15,1200,946350
2026-06-19 09:10:59,20260619,2,1,28.26,770,947120
2026-06-19 09:11:01,20260619,2,1,28.28,1920,949040
2026-06-19 09:11:02,20260619,2,1,28.3,3820,952860
2026-06-19 09:11:03,20260619,2,1,28.34,1350,956260
2026-06-19 09:11:03,20260619,2,1,28.28,2050,954910
2026-06-19 09:11:09,20260619,2,1,28.28,1840,958100
2026-06-19 09:11:11,20260619,2,1,28.31,2710,960810
2026-06-19 09:11:11,20260619,2,1,28.21,3840,964650
2026-06-19 09:11:12,20260619,2,1,28.24,4210,968860
2026-06-19 09:11:14,20260619,2,1,28.19,2950,971810
2026-06-19 09:11:16,20260619,2,1,28.2,1640,973450
2026-06-19 09:11:20,20260619,2,1,28.27,780,974230
2026-06-19 09:11:21,20260619,2,1,28.43,440,980160
2026-06-19 09:11:21,20260619,2,1,28.31,1170,975400
2026-06-19 09:11:21,20260619,2,1,28.37,4320,979720
2026-06-19 09:11:23,20260619,2,1,28.4,3680,983840
2026-06-19 09:11:23,20260619,2,1,28.43,530,984370
2026-06-19 09:11:23,20260619,2,1,28.35,1520,985890
2026-06-19 09:11:24,20260619,2,1,28.31,2200,988090
2026-06-19 09:11:25,20260619,2,1,28.38,4870,992960
2026-06-19 09:11:26,20260619,2,1,28.36,4950,997910
2026-06-19 09:11:27,20260619,2,1,28.27,4250,1002160
2026-06-19 09:11:30,20260619,2,1,28.37,4970,1007130
2026-06-19 09:11:31,20260619,2,1,28.4,2940,1010070
2026-06-19 09:11:38,20260619,2,1,28.44,4560,1014630
2026-06-19 09:11:38,20260619,2,1,28.39,150,1014780
2026-06-19 09:11:39,20260619,2,1,28.4,2270,1017050
2026-06-19 09:11:39,20260619,2,1,28.42,360,1017410
2026-06-19 09:11:40,20260619,2,1,28.37,2360,1019770
2026-06-19 09:11:41,20260619,2,1,28.37,2930,1022700
2026-06-19 09:11:42,20260619,2,1,28.29,3980,1026680
2026-06-19 09:11:45,20260619,2,1,28.27,4340,1031020
2026-06-19 09:11:49,20260619,2,1,28.28,3770,1035440
2026-06-19 09:11:49,20260619,2,1,28.32,650,1031670
2026-06-19 09:11:50,20260619,2,1,28.38,3190,1038630
2026-06-19 09:11:59,20260619,2,1,28.31,3450,1042080
2026-06-19 09:11:59,20260619,2,1,28.3,1140,1043220
2026-06-19 09:12:04,20260619,2,1,28.26,270,1043490
2026-06-19 09:12:05,20260619,2,1,28.25,2140,1045630
2026-06-19 09:12:06,20260619,2,1,28.32,520,1046150
2026-06-19 09:12:07,20260619,2,1,28.27,980,1047130
2026-06-19 09:12:09,20260619,2,1,28.28,1660,1049620
2026-06-19 09:12:09,20260619,2,1,28.25,830,1047960
2026-06-19 09:12:13,20260619,2,1,28.29,2750,1052370
2026-06-19 09:12:14,20260619,2,1,28.3,1430,1053800
2026-06-19 09:12:15,20260619,2,1,28.25,4730,1058530
2026-06-19 09:12:18,20260619,2,1,28.24,980,1059510
2026-06-19 09:12:22,20260619,2,1,28.3,2450,1061960
2026-06-19 09:12:24,20260619,2,1,28.22,1410,1063370
2026-06-19 09:12:24,20260619,2,1,28.19,2380,1065750
2026-06-19 09:12:27,20260619,2,1,28.1,430,1066180
2026-06-19 09:12:28,20260619,2,1,28.18,4260,1071360
2026-06-19 09:12:28,20260619,2,1,28.12,920,1067100
2026-06-19 09:12:29,20260619,2,1,28.17,1410,1072770
2026-06-19 09:12:31,20260619,2,1,28.12,4370,1077140
2026-06-19 09:12:38,20260619,2,1,28.08,3630,1080770
2026-06-19 09:12:43,20260619,2,1,28.06,2130,1082900
2026-06-19 09:12:43,20260619,2,1,28.05,2960,1085860
2026-06-19 09:12:43,20260619,2,1,28.09,3450,1089310
2026-06-19 09:12:46,20260619,2,1,28.06,4590,1093900
2026-06-19 09:12:46,20260619,2,1,28.08,4510,1098410
2026-06-19 09:12:48,20260619,2,1,28.06,3250,1101660
2026-06-19 09:12:49,20260619,2,1,28.03,2670,1104330
2026-06-19 09:12:50,20260619,2,1,28.01,3010,1107340
2026-06-19 09:12:51,20260619,2,1,28.03,4630,1111970
2026-06-19 09:12:52,20260619,2,1,28.07,1340,1113310
2026-06-19 09:12:55,20260619,2,1,28.06,4530,1117840
2026-06-19 09:12:55,20260619,2,1,28.0,1600,1119440
2026-06-19 09:12:55,20260619,2,1,28.05,3680,1123120
2026-06-19 09:12:56,20260619,2,1,28.0,2560,1125680
2026-06-19 09:12:58,20260619,2,1,28.02,1840,1127520
2026-06-19 09:12:59,20260619,2,1,28.02,3810,1131330
2026-06-19 09:13:02,20260619,2,1,28.01,3660,1134990
2026-06-19 09:13:04,20260619,2,1,27.98,3110,1138100
2026-06-19 09:13:11,20260619,2,1,28.02,890,1138990
2026-06-19 09:13:11,20260619,2,1,27.84,1160,1140150
2026-06-19 09:13:12,20260619,2,1,27.89,3090,1143240
2026-06-19 09:13:14,20260619,2,1,27.85,4120,1147360
2026-06-19 09:13:15,20260619,2,1,27.87,3140,1150500
2026-06-19 09:13:15,20260619,2,1,27.89,3530,1154030
2026-06-19 09:13:17,20260619,2,1,27.96,1000,1155700
2026-06-19 09:13:17,20260619,2,1,27.95,670,1154700
2026-06-19 09:13:20,20260619,2,1,27.92,1440,1157140
2026-06-19 09:13:24,20260619,2,1,27.84,3590,1160730
2026-06-19 09:13:25,20260619,2,1,27.82,1780,1162510
2026-06-19 09:13:26,20260619,2,1,27.72,3430,1165940
2026-06-19 09:13:30,20260619,2,1,27.69,1310,1167250
2026-06-19 09:13:32,20260619,2,1,27.68,2450,1169700
2026-06-19 09:13:35,20260619,2,1,27.62,4860,1182670
2026-06-19 09:13:35,20260619,2,1,27.63,3180,1177810
2026-06-19 09:13:35,20260619,2,1,27.64,4080,1173780
2026-06-19 09:13:35,20260619,2,1,27.64,850,1174630
2026-06-19 09:13:37,20260619,2,1,27.49,320,1182990
