date_key,bank_key,total_assets,total_deposits,total_loans,total_equity,num_employees,num_branches,npl_amount,loan_loss_provision,interest_income,interest_expense,net_interest_income,non_interest_expense,personnel_expense,other_expense,profit_before_tax,profit_after_tax,off_balance_sheet,npl_ratio,llp_ratio,roa,roe,nim,cir,eta,etd,lta,ltd,gta,is_imputed
20151231,1,64374686.0,47529915.0,30915308.0,5790261,3110.0,146.0,656020.0,384822.0,4089097.0,2441841.0,1647256.0,1382644.0,538052.0,576927.0,118363.0,91279.0,13087764.0,0.02121990827327355,0.012447619800520828,0.0014179331298019846,0.01576422893544868,0.0507175135765263,0.9699803289398932,0.08994624066981856,0.12182350841569989,0.4802401366276179,0.650438949869782,0.4802401366276179,False
20161231,1,74171503.0,51524592.0,39796167.0,5842462,3533.0,159.0,997002.0,586536.0,4489011.0,2663061.0,1825950.0,1445050.0,615529.0,607704.0,305157.0,243914.0,13087765.0,0.02505271424758068,0.014738504841433598,0.003288513649238037,0.04174849575401603,0.05443201410286847,0.9308546410505776,0.07876963205127446,0.113391717881046,0.5365425451874691,0.7723722877805612,0.5365425451874691,False
20171231,1,84503069.0,57897880.0,47902493.0,6118589,3586.0,165.0,1327024.0,759890.0,5390187.0,3208348.0,2181839.0,1731505.0,732587.0,790689.0,610441.0,488836.0,13087766.0,0.027702608296399103,0.015863266239608865,0.005784831317783263,0.07989358330817775,0.060977662558196116,0.8900164567858928,0.07240670750076544,0.10567898168292172,0.5668728197315532,0.8273617790495956,0.5668728197315532,False
20181231,1,89997891.0,62259884.0,52184147.0,6868745,4175.0,166.0,984230.0,647118.0,5478075.0,3439575.0,2038500.0,1914170.0,795374.0,798142.0,927975.0,714907.0,69983717.0,0.018860708789587,0.012400662599697182,0.007943597256073479,0.10408116766600012,0.055328409462257255,0.8522737403131626,0.07632117734847808,0.11032376803014923,0.5798374430796384,0.8381664668697423,0.5798374430796384,False
20191231,1,102556924.0,69574328.0,56802965.0,7842779,4348.0,166.0,1312379.0,732854.0,6525900.0,4047648.0,2478252.0,2157594.0,877938.0,905601.0,1273984.0,1000675.0,106256560.0,0.02310405803640708,0.0129016856778515,0.00975726417067657,0.1275918905785819,0.05531353570508447,0.8296636577100358,0.0764724476330823,0.11272518507113716,0.5538676745024061,0.8164356973738934,0.5538676745024061,False
20201231,1,116366981.0,72508223.0,63293151.0,8911349,4291.0,166.0,1323786.0,705118.0,6684626.0,4303080.0,2381546.0,2092538.0,928879.0,837356.0,1403197.0,1117657.0,161551210.0,0.020915153995098145,0.011140510289968025,0.009604588779354857,0.12541950719245762,0.045695178122657304,0.8200756140516219,0.07657970434070126,0.12290121907966219,0.5439098828214852,0.8729099732591709,0.5439098828214852,False
20211231,1,116366981.0,67839732.0,68173079.0,11729061,4284.0,166.0,1616762.0,810920.0,6467259.0,3402696.0,3064563.0,2153141.0,991083.0,749537.0,1958809.0,1559978.0,354964003.0,0.023715549065929674,0.011895017973297055,0.013405675618584623,0.13300109872393023,0.06481726886900412,0.7393344942662635,0.10079372085798118,0.17289368124272658,0.5858455587156635,1.0049137428785833,0.5858455587156635,False
20221231,1,130146645.0,84124615.0,82010652.0,13053393,3924.0,166.0,2365609.0,1026533.0,8160575.0,4395195.0,3765380.0,2735013.0,1038874.0,879252.0,1702405.0,1356730.0,102907266.0,0.02884514319,0.01251706912,0.01042462524,0.1039369611,0.08000958913,0.8072591882000001,0.10029757589999999,0.1551673431,0.630140346683543,0.9748710529016983,0.630140346683543,False
20021231,2,9349660.0,8297194.0,3908156.0,489452,,13.0,30634.0,13372.0,509284.0,277942.0,231342.0,135138.0,31232.0,79511.0,164651.0,123022.0,256492.0,0.007838479323752685,0.0034215624964817164,0.013157911624593836,0.25134640373315464,0.04376777210836091,0.715004041673374,0.05234971111248966,0.058990063387694684,0.4179997989231694,0.4710214079603297,0.4179997989231694,False
20031231,2,10854801.0,8969542.0,5352255.0,562391,1252.0,24.0,35330.0,21765.0,668568.0,408995.0,259573.0,156327.0,44457.0,83508.0,188402.0,132128.0,386015.0,0.006600956045629366,0.004066510283983107,0.01217230974570607,0.23493974832456424,0.049253782603902424,0.7500384756223764,0.051810346408008766,0.06270007989259653,0.4930772107199386,0.596714414180791,0.4930772107199386,False
20041231,2,15419534.0,13040340.0,6698437.0,709998,1558.0,30.0,48660.0,26027.0,855738.0,505443.0,350295.0,197887.0,71035.0,93064.0,282148.0,214091.0,750725.0,0.00726438122803872,0.003885533296797447,0.01388440143521847,0.3015374691196313,0.04145870444611008,0.7136942681622522,0.04604536038508038,0.05444627977491384,0.4344124147980088,0.5136704257711072,0.4344124147980088,False
20051231,2,24272864.0,19984920.0,9381517.0,1283206,2128.0,61.0,27939.0,20825.0,1354980.0,840715.0,514265.0,304541.0,108538.0,154884.0,391550.0,299201.0,816930.0,0.002978089790808885,0.0022197902535378874,0.012326563523777005,0.23316677135237834,0.03572061397516363,0.7452183294443151,0.05286586700275666,0.06420871336988089,0.3865022685415285,0.4694298000692522,0.3865022685415285,False
20061231,2,44650194.0,29394703.0,17014419.0,1696515,2892.0,84.0,33532.0,56207.0,2490616.0,1670044.0,820572.0,835156.0,197211.0,462424.0,442499.0,260856.0,1366019.0,0.0019707990028927816,0.003303492173314881,0.005842214257792474,0.1537599137054491,0.030341882522545868,0.8498832479164257,0.03799569157527065,0.05771499035047233,0.3810603600064985,0.5788260218176043,0.3810603600064985,False
20071231,2,85391681.0,55283104.0,31810857.0,6257849,4600.0,113.0,26574.0,134537.0,4538134.0,3227028.0,1311106.0,1426635.0,392062.0,804650.0,1662098.0,1295291.0,3899019.0,0.0008353751676668127,0.004229279330638593,0.015168819548124365,0.20698661792574413,0.024725683553772984,0.7368332968901135,0.0732840591345192,0.11319641169207864,0.3725287595638268,0.5754173463197725,0.3725287595638268,False
20081231,2,105306130.0,64216949.0,34832700.0,7766468,6598.0,186.0,308714.0,228623.0,10497846.0,7769589.0,2728257.0,2485995.0,691319.0,1590903.0,1740411.0,1390513.0,1726887.0,0.008862764011977251,0.006563459048537724,0.0132044829678956,0.17904058833436257,0.039151620113059456,0.8549173286584397,0.07375133812248157,0.12094109298154292,0.3307756158164772,0.5424222194050359,0.3307756158164772,False
20091231,2,167881047.0,86919196.0,62537978.0,10106287,6669.0,237.0,254680.0,501994.0,9613889.0,6813361.0,2800528.0,2980024.0,851469.0,1809462.0,1818346.0,1181386.0,3010531.0,0.0040724054109968185,0.008027026393466063,0.00703704212661957,0.11689614593371432,0.02680689517565424,0.843404398534551,0.06019909442189743,0.11627220988100259,0.3725136286527925,0.7194955876029963,0.3725136286527925,False
20101231,2,205102950.0,106936611.0,87195105.0,11376757,7255.0,280.0,292806.0,716697.0,14960336.0,10796566.0,4163770.0,3596847.0,970747.0,2160020.0,1932952.0,1165498.0,32963157.0,0.0033580554779995965,0.008219463695811825,0.005682502372588986,0.10244553874184005,0.035632503269509834,0.8816054890356795,0.05546851958979625,0.10638785813027121,0.4251284781618207,0.8153905775076414,0.4251284781618207,False
20111231,2,281019319.0,142218091.0,102809156.0,11959092,8613.0,325.0,917967.0,986436.0,25460938.0,18853380.0,6607558.0,5470331.0,1574327.0,3147466.0,2397159.0,1402307.0,31332076.0,0.008928844820008055,0.009594826359628904,0.004990073298127948,0.11725865140932104,0.03733649443009374,0.9102888865519724,0.04255612049220004,0.0840898082368438,0.3658437304803233,0.7228978766140237,0.3658437304803233,False
20121231,2,176307607.0,125233595.0,102814848.0,12624452,10275.0,347.0,2570970.0,1502082.0,22269055.0,15398127.0,6870928.0,4580822.0,1884580.0,1637169.0,1042676.0,784040.0,7271188.0,0.025005824061520764,0.01460958246030768,0.004447000406511104,0.062104873938290554,0.0954039753646609,0.95039983826179,0.07160469258708729,0.10080723147810298,0.5831560517975836,0.8209845608919875,0.5831560517975836,False
20131231,2,166598989.0,138110836.0,107190021.0,12504202,9131.0,350.0,3242869.0,1547983.0,15205073.0,10818660.0,4386413.0,4030558.0,1554218.0,1499371.0,1035560.0,826493.0,7244078.0,0.030253459881307423,0.01444148424973254,0.004960972482251978,0.0660972207582699,0.07714924669605074,0.9348080281638182,0.07505568956363834,0.09053744341971834,0.6434013894285997,0.7761159377820289,0.6434013894285997,False
20141231,2,179609771.0,154613588.0,116324055.0,12397303,9296.0,345.0,2533248.0,1578804.0,13702832.0,8937199.0,4765633.0,4131822.0,1741228.0,1364807.0,1215401.0,951802.0,9548240.0,0.021777507670275077,0.0135724635802973,0.005299277398443986,0.07677492435249827,0.07879532934230545,0.91491423314153,0.06902354438166952,0.08018249340413729,0.6476488130481498,0.7523533765997332,0.6476488130481498,False
20151231,2,201456985.0,174918997.0,134031804.0,12787542,9935.0,345.0,1770693.0,1540817.0,14081792.0,8198265.0,5883527.0,4330474.0,1998639.0,1211110.0,1314151.0,1028232.0,18785438.0,0.013210991325611049,0.011495905852315469,0.005103977903769383,0.08040888546055217,0.09059159868748028,0.9050667165599091,0.0634752972203967,0.07310550723086984,0.6653122700113873,0.7662507006028625,0.6653122700113873,False
20161231,2,233680877.0,207051269.0,161604426.0,14062716,9822.0,,1420547.0,1796795.0,16448249.0,9556360.0,6891889.0,5018719.0,2309184.0,1416130.0,1667026.0,1325727.0,,0.008790272860472275,0.01111847642093664,0.005673237010318136,0.09427247197483046,0.0995565199859538,0.8973639192703162,0.06017914765015196,0.06791900415737129,0.6915603367921287,0.7805043976813298,0.6915603367921287,False
20171231,2,284316123.0,241392932.0,196668756.0,16030847,10334.0,,1389619.0,1844638.0,20319639.0,11861885.0,8457754.0,6664493.0,2668747.0,2510314.0,2656207.0,2118131.0,,0.0070657842570580965,0.00937941560986942,0.007449915177691137,0.13212845210237487,0.09992650143610421,0.8746042090708004,0.05638388294989518,0.06640976132640039,0.6917256535606319,0.8147245835681718,0.6917256535606319,False
20181231,2,329333241.0,269998503.0,227983048.0,21017899,10679.0,359.0,1674978.0,2544172.0,24015362.0,13652442.0,10362920.0,7446821.0,3220676.0,3184545.0,6388572.0,5137054.0,46009686.0,0.0073469409883492745,0.011159478839847777,0.01559834647848378,0.244413297447095,0.10561819659741264,0.7675854791765157,0.0638195492692461,0.07784450197488688,0.6922564127075165,0.844386340912416,0.6922564127075165,False
20191231,2,380000000.0,310000000.0,270000000.0,28000000,11168.0,370.0,1449352.0,2535689.0,28000000.0,16000000.0,12000000.0,9165917.0,3763241.0,4198833.0,7403776.0,5897777.0,56633134.0,0.00536797037037037,0.00939144074074074,0.015520465789473685,0.21063489285714287,0.11296267286854332,0.7726789748985352,0.07368421052631578,0.0903225806451613,0.7105263157894737,0.8709677419354839,0.7105263157894737,False
20201231,2,445000000.0,353000000.0,309000000.0,35448163,11272.0,372.0,1840384.0,2950364.0,31855748.0,17273625.0,14582123.0,8948907.0,4337109.0,2914057.0,9595888.0,7682823.0,74503292.0,0.005955935275080906,0.00954810355987055,0.017264770786516854,0.21673402370667275,0.11028911379466251,0.732096278953678,0.07965879325842697,0.10041972521246459,0.6943820224719102,0.8753541076487252,0.6943820224719102,False
20211231,2,527769944.0,379920669.0,356050950.0,44900909,12112.0,372.0,2799364.0,5861588.0,33713810.0,14769018.0,18944792.0,9925969.0,5128784.0,2726557.0,11998113.0,9602747.0,94814083.0,0.007862256792181006,0.016462778711866938,0.018194948592980126,0.21386531395166186,0.11279586137468044,0.6730144632097043,0.0850766693148407,0.1181849598185457,0.6746328661717046,0.9371718336282462,0.6746328661717046,False
20221231,2,607875185.0,413952789.0,413706244.0,58438663,13035.0,372.0,3044915.0,4849736.0,40698834.0,17165305.0,23533529.0,13257160.0,6069294.0,5168311.0,17114208.0,13688193.0,80948705.0,0.007360089542,0.01172265604,0.02251809802,0.23423179619999998,0.12373852619999999,0.6399788433,0.09613595758,0.1411722896,0.6805776156169296,0.9994044127578037,0.6805776156169296,False
20021231,3,91574716.0,42838237.0,70278272.0,-370195,,,,,,,,,,,,-224746.0,,0.02059723641398984,0.019282678274592322,-0.002454236385510603,0.6071016626372587,0.1347028940176425,0.9318534232586727,-0.004042545979612976,-0.00864169550208147,0.7674418777340243,1.640550053448745,0.7674418777340243,True
20031231,3,122756591.0,71912683.0,99205174.0,126135,27361.0,1728.0,711623.0,7693332.0,9032860.0,5132503.0,3900357.0,2545666.0,,2506812.0,-686485.0,-1113030.0,,0.007173244814831936,0.07754970522001202,-0.009066967328866277,-8.82411701748127,0.17842081564975118,1.0981859305998383,0.0010275212025071632,0.0017540021417362496,0.8081453972601764,1.3795226358054253,0.8081453972601764,False
20041231,3,161757169.0,92212207.0,129204040.0,483619,28403.0,1881.0,2248150.0,,12392386.0,7018834.0,5373552.0,3471457.0,,3406956.0,114753.0,-298100.0,,0.017399997709049965,0.019282678274592322,-0.0018428858630679917,-0.6163943103972342,0.17704138586925905,0.989179394258053,0.002989784026202882,0.005244631006391594,0.7987530988502896,1.4011598269196615,0.7987530988502896,True
20051231,3,192319498.0,120162398.0,151655218.0,781031,29429.0,2000.0,3488070.0,,16222274.0,9285449.0,6936825.0,4730839.0,,4657124.0,390813.0,290087.0,,0.02299999990768534,0.019282678274592322,0.0015083598023950748,0.3714154751860041,0.18191266760113972,0.9728735850467072,0.00406111188996552,0.006499795385241896,0.788558724295339,1.2620854820157634,0.788558724295339,True
20061231,3,238495226.0,160396533.0,181252956.0,2562745,29429.0,2000.0,3443806.0,,22300210.0,13167755.0,9132455.0,5189096.0,2314829.0,2398744.0,1453882.0,1106921.0,,0.01899999909518717,0.019282678274592322,0.004641271100328021,0.4319278742130021,0.16538548200059233,0.926611397973008,0.01074547714426787,0.015977558567303943,0.7599856778684534,1.1300303853824571,0.7599856778684534,True
20071231,3,321444140.0,233638843.0,246188332.0,10451173,31000.0,2200.0,6154708.0,,29055125.0,17137863.0,11917262.0,7729845.0,4372070.0,2695157.0,5155507.0,4515271.0,,0.024999998781420722,0.019282678274592322,0.014046829411791424,0.432034853886736,0.16390218749252594,0.8282826472781146,0.032513185650234595,0.04473217238111388,0.765882159183241,1.0537131961400785,0.765882159183241,True
20081231,3,400485183.0,299954030.0,294523096.0,17613122,33967.0,2200.0,7823385.0,5582269.0,45018970.0,30579995.0,14438975.0,9801905.0,5754280.0,3412276.0,3965638.0,3319214.0,,0.026562891353009547,0.01895358658052406,0.0082879820300368,0.18845120132592055,0.1415259428264586,0.9105781700891715,0.04397945978440856,0.05871940443673986,0.735415711996516,0.9818941122411324,0.735415711996516,False
20091231,3,475338975.0,339255009.0,372308615.0,11636366,35135.0,2313.0,9405233.0,6356843.0,43246817.0,31756976.0,11489841.0,10613512.0,4907936.0,3700265.0,2793842.0,1829680.0,,0.025261926856030445,0.017074122767747398,0.0038492109762301736,0.15723809306101233,0.11653160983435731,0.9381405192991903,0.024480142828599318,0.03429976180543291,0.7832486595486936,1.0974299719182627,0.7832486595486936,False
20101231,3,530713255.0,389890718.0,422393790.0,24749029,37500.0,2313.0,15839767.0,,55826970.0,38265172.0,17561798.0,13073873.0,7701132.0,4464058.0,3480275.0,2568155.0,,0.037499999704067616,0.019282678274592322,0.004839063233873817,0.10376790944000268,0.17043057934360142,0.9365137145079508,0.04663352340804075,0.06347683557832223,0.7958983236625586,1.0833645698639074,0.7958983236625586,True
20111231,3,556269883.0,406677306.0,440895421.0,26491809,39950.0,2400.0,17542435.0,,77222886.0,50495563.0,26727323.0,17493724.0,10292535.0,5190080.0,3513926.0,2279872.0,,0.039788199569439395,0.019282678274592322,0.0040984997924110155,0.08605950616660417,0.23282905998400139,0.950856390187669,0.04762402173766434,0.06514208835641298,0.7925926505713774,1.0841407044237674,0.7925926505713774,True
20121231,3,614946541.0,502012284.0,480616369.0,34519615,37945.0,2275.0,,,72510098.0,47117661.0,25392437.0,17438009.0,10113650.0,5433300.0,4104596.0,2479398.0,,0.020567136691232016,0.019282678274592322,0.004031891936440699,0.07182577210087655,0.18990714730905672,0.940218757672742,0.05613433477301241,0.06876249068040734,0.7815579679795288,0.9573796983023627,0.7815579679795288,True
20131231,3,697140946.0,568691890.0,536788478.0,37767003,38445.0,2277.0,12624213.0,18008901.0,58976961.0,38315846.0,20661115.0,16256530.0,8124236.0,5991058.0,2456780.0,1678685.0,,0.023518040191615287,0.03354934343430524,0.002407956396237842,0.04444845676528794,0.1347028940176425,0.9569206319658667,0.05417412822571463,0.06641030699417923,0.7699855833744128,0.9439003570105422,0.7699855833744128,False
20141231,3,763589797.0,656271081.0,558658784.0,41181159,38240.0,2259.0,15307034.0,15307034.0,57616105.0,36197321.0,21418784.0,16775044.0,8142298.0,5720285.0,2528406.0,1786993.0,,0.027399612139634773,0.027399612139634773,0.0023402525898339106,0.04339346058715831,0.10840234662194986,0.9544437679973851,0.05393099693289904,0.0627502265332944,0.7316215934194836,0.8512622301576016,0.7316215934194836,False
20151231,3,874807327.0,763361419.0,630478892.0,42508067,37609.0,2248.0,12364807.0,12364807.0,57570547.0,32917854.0,24652693.0,18005192.0,9196214.0,4365710.0,3183278.0,2372751.0,,0.019611769968660583,0.019611769968660583,0.0027123126736225884,0.05581884022155136,0.10407620000966684,0.9411662488843264,0.04859134770369842,0.05568537516041271,0.7207060029573803,0.8259244917380347,0.7207060029573803,False
20161231,3,1002463235.0,866084070.0,749091083.0,44325490,37609.0,,15474301.0,15769461.0,68167713.0,39829781.0,28337932.0,20549209.0,10494123.0,5168036.0,3881157.0,2989740.0,,0.020657435859505482,0.021051460039873415,0.00298239366354418,0.06744967737525293,0.11550563033012144,0.9396024257460849,0.044216574186882775,0.051179200190115494,0.7472504295880736,0.8649172856856725,0.7472504295880736,False
20171231,3,1152904140.0,1007694065.0,880396143.0,48528603,37828.0,,18000262.0,15934984.0,80266508.0,46245007.0,34021501.0,21927823.0,11507027.0,5057146.0,4985489.0,3931333.0,,0.020445639321707024,0.018099788517587815,0.003409939181934068,0.08101063613968033,0.12876529229495295,0.9318534232586727,0.04209248741183287,0.04815807166632464,0.7636334300959314,0.8736740381615724,0.7636334300959314,False
20181231,3,1153000000.0,1008000000.0,864461159.0,48528603,37860.0,2240.0,16083333.0,15934984.0,80266508.0,46245007.0,34021501.0,21927823.0,14530020.0,3763226.0,4985489.0,3931332.0,,0.018605038332323732,0.018433429696752865,0.003409654813529922,0.08101061553327632,0.12139951334573894,0.9318534232586727,0.042088987857762356,0.04814345535714286,0.749749487424111,0.8576003561507937,0.749749487424111,False
20191231,3,1300000000.0,1100000000.0,990000000.0,58000000,39231.0,2237.0,17845879.0,14000000.0,94000000.0,53000000.0,41000000.0,26992716.0,13940871.0,8666608.0,7264719.0,5688761.0,,0.018026140404040405,0.014141414141414142,0.00437597,0.09808208620689655,0.13628323967744124,0.916743839651028,0.04461538461538462,0.05272727272727273,0.7615384615384615,0.9,0.7615384615384615,False
20201231,3,1452380867.0,1269373071.0,1103625415.0,69241797,39003.0,2233.0,21526948.0,19777989.0,106467763.0,63807119.0,42660644.0,27958581.0,14036177.0,8990828.0,14116530.0,11247778.0,,0.019505665334827397,0.01792092564305435,0.007744372192972438,0.1624420290536365,0.1258110035001886,0.8666770618639218,0.047674682704285445,0.054548027354520745,0.7598732812279604,0.8694255772501731,0.7598732812279604,False
20211231,3,1568126913.0,1404875777.0,1189500756.0,73084295,37564.0,2233.0,24428821.0,24457489.0,112285726.0,68625103.0,43660623.0,3463192.0,,,39320149.0,36634012.0,,0.020537036968474195,0.02056113783588045,0.0233616371840179,0.5012569663564519,0.11857348873020969,0.6470631166879954,0.046606109744128855,0.05202189132769139,0.7585487795272601,0.8466946156193851,0.7585487795272601,False
20221231,3,1874839155.0,1623935082.0,1444801761.0,86997553,39699.0,2300.0,26064278.0,36835702.0,128036986.0,67847444.0,60189542.0,33512121.0,16138750.0,10291553.0,22538625.0,18043000.0,192121478.0,0.01804003754,0.02549533299,0.009623758898,0.2073966379,0.1435697439,0.8180875362000001,0.04640267554,0.0535720633,0.7706270466705716,0.8896918214369852,0.7706270466705716,False
20021231,4,70801711.0,46114650.0,56050417.0,1658303,,,3530098.0,3530098.0,4072185.0,2646210.0,1425975.0,650166.0,311111.0,245927.0,273733.0,27060.0,17370200.0,0.06298076248032196,0.06298076248032196,0.0003821941534717996,0.016317886417620907,0.09996167601235931,0.9233264306495964,0.023421792730404498,0.03596043773507985,0.7916534248727407,1.2154579293131358,0.7916534248727407,False
20031231,4,85851578.0,59909784.0,63758459.0,3083843,7250.0,202.0,17687439.0,4585205.0,4914601.0,3590777.0,1323824.0,714397.0,271719.0,318611.0,151441.0,26395.0,15550247.0,0.27741321351571563,0.07191524186618124,0.00030744921194110145,0.00855912574018846,0.06156590443617596,0.9660188281913515,0.03592063269937799,0.05147478081376491,0.7426591390084875,1.0642411763661175,0.7426591390084875,False
20041231,4,99659534.0,67262449.0,72430175.0,3061921,8483.0,221.0,23999678.0,5185789.0,5760703.0,3853864.0,1906839.0,1009211.0,419049.0,399014.0,222286.0,38338.0,16273222.0,0.3313491649026114,0.07159707953211489,0.00038468973776257067,0.01252089782852007,0.07223231510252191,0.9562890422135223,0.030723814141053477,0.04552199697635155,0.7267761757746128,1.0768292870216485,0.7267761757746128,False
20051231,4,117975783.0,85746724.0,85434376.0,3149720,9000.0,236.0,23844147.0,6051254.0,7608382.0,4679014.0,2929368.0,1380106.0,530649.0,633932.0,740879.0,559993.0,23026692.0,0.279093125230996,0.07082926432329768,0.004746677544831383,0.17779135923193173,0.09299494747540753,0.8910471898598809,0.026698021576173816,0.036732831915537674,0.7241687558878079,0.9963573185606485,0.7241687558878079,False
20061231,4,158164806.0,106495878.0,98638838.0,4427824,10516.0,279.0,8689403.0,5185717.0,10921070.0,7570229.0,3350841.0,1859103.0,866474.0,663736.0,649775.0,538996.0,56874358.0,0.0880931200750763,0.05257277057541979,0.003407812481368327,0.12172931896118726,0.057803251132611935,0.9355324831852663,0.027995001618754553,0.0415774214284613,0.623645932964379,0.9262221210101672,0.623645932964379,False
20071231,4,201382076.0,138233599.0,133004621.0,8405176,11585.0,331.0,4756408.0,6387810.0,15431166.0,10579935.0,4851231.0,2832817.0,1544972.0,820227.0,2103482.0,1606652.0,112754579.0,0.03576122366455223,0.04802697794988641,0.00797812810311877,0.19115031023740608,0.07281481417774263,0.864433470131992,0.041737458302892855,0.06080414646514412,0.6604590817705147,0.96217288678131,0.6604590817705147,False
20081231,4,242315634.0,166290689.0,162522200.0,9968673,13100.0,376.0,4183234.0,8346408.0,22124352.0,15895605.0,6228747.0,3549286.0,1976002.0,1004746.0,2141690.0,1780013.0,66102644.0,0.02573946205503002,0.05135549481855402,0.007345844635018473,0.1785606770329411,0.08007683626028479,0.9007860485178268,0.041139206890794346,0.05994727101046529,0.6707045571809865,0.9773379434371097,0.6707045571809865,False
20091231,4,292197734.0,188828078.0,208073912.0,13977248,14550.0,420.0,5568605.0,9094824.0,21183619.0,14235364.0,6948255.0,5812306.0,3480790.0,1423084.0,3195837.0,2519527.0,80966099.0,0.02676262942564371,0.04370958335228493,0.00862267809373224,0.18025916117393068,0.08492168828386973,0.8625062474436409,0.04783489525623768,0.07402102562310675,0.7120996769947573,1.1019225223486095,0.7120996769947573,False
20101231,4,361953781.0,247493806.0,257137234.0,20582567,16475.0,462.0,6424486.0,9404642.0,29614234.0,20590477.0,9023757.0,6596900.0,3614450.0,1951154.0,3878719.0,2922650.0,79617193.0,0.024984658581183927,0.036574407578795064,0.008074649729933336,0.14199637975185506,0.08906214649362786,0.8751462365918138,0.05686518025349762,0.08316396815199488,0.7104145542825535,1.0389643205858654,0.7104145542825535,False
