date_key,bank_key,total_assets,total_deposits,total_loans,total_equity,num_employees,num_branches,npl_amount,loan_loss_provision,interest_income,interest_expense,net_interest_income,non_interest_expense,personnel_expense,other_expense,profit_before_tax,profit_after_tax,off_balance_sheet,npl_ratio,llp_ratio,roa,roe,nim,cir,eta,etd,lta,ltd,gta,is_imputed,bank_name,bank_code,bank_type,charter_capital,year
20151231,1,64374686.0,47529915.0,30915308.0,5790261,3110.0,146.0,656020.0,384822.0,4089097.0,2441841.0,1647256.0,1382644.0,538052.0,576927.0,118363.0,91279.0,13087764.0,0.0212199082732735,0.0124476198005208,0.0014179331298019,0.0157642289354486,0.0507175135765263,0.9699803289398932,0.0899462406698185,0.1218235084156998,0.4802401366276179,0.650438949869782,0.4802401366276179,False,An Binh Commercial Joint Stock Bank,ABB,JSCB,,2015
20161231,1,74171503.0,51524592.0,39796167.0,5842462,3533.0,159.0,997002.0,586536.0,4489011.0,2663061.0,1825950.0,1445050.0,615529.0,607704.0,305157.0,243914.0,13087765.0,0.0250527142475806,0.0147385048414335,0.003288513649238,0.041748495754016,0.0544320141028684,0.9308546410505776,0.0787696320512744,0.113391717881046,0.5365425451874691,0.7723722877805612,0.5365425451874691,False,An Binh Commercial Joint Stock Bank,ABB,JSCB,,2016
20171231,1,84503069.0,57897880.0,47902493.0,6118589,3586.0,165.0,1327024.0,759890.0,5390187.0,3208348.0,2181839.0,1731505.0,732587.0,790689.0,610441.0,488836.0,13087766.0,0.0277026082963991,0.0158632662396088,0.0057848313177832,0.0798935833081777,0.0609776625581961,0.8900164567858928,0.0724067075007654,0.1056789816829217,0.5668728197315532,0.8273617790495956,0.5668728197315532,False,An Binh Commercial Joint Stock Bank,ABB,JSCB,,2017
20181231,1,89997891.0,62259884.0,52184147.0,6868745,4175.0,166.0,984230.0,647118.0,5478075.0,3439575.0,2038500.0,1914170.0,795374.0,798142.0,927975.0,714907.0,69983717.0,0.018860708789587,0.0124006625996971,0.0079435972560734,0.1040811676660001,0.0553284094622572,0.8522737403131626,0.076321177348478,0.1103237680301492,0.5798374430796384,0.8381664668697423,0.5798374430796384,False,An Binh Commercial Joint Stock Bank,ABB,JSCB,,2018
20191231,1,102556924.0,69574328.0,56802965.0,7842779,4348.0,166.0,1312379.0,732854.0,6525900.0,4047648.0,2478252.0,2157594.0,877938.0,905601.0,1273984.0,1000675.0,106256560.0,0.023104058036407,0.0129016856778515,0.0097572641706765,0.1275918905785819,0.0553135357050844,0.8296636577100358,0.0764724476330823,0.1127251850711371,0.5538676745024061,0.8164356973738934,0.5538676745024061,False,An Binh Commercial Joint Stock Bank,ABB,JSCB,,2019
20201231,1,116366981.0,72508223.0,63293151.0,8911349,4291.0,166.0,1323786.0,705118.0,6684626.0,4303080.0,2381546.0,2092538.0,928879.0,837356.0,1403197.0,1117657.0,161551210.0,0.0209151539950981,0.011140510289968,0.0096045887793548,0.1254195071924576,0.0456951781226573,0.8200756140516219,0.0765797043407012,0.1229012190796621,0.5439098828214852,0.8729099732591709,0.5439098828214852,False,An Binh Commercial Joint Stock Bank,ABB,JSCB,,2020
20211231,1,116366981.0,67839732.0,68173079.0,11729061,4284.0,166.0,1616762.0,810920.0,6467259.0,3402696.0,3064563.0,2153141.0,991083.0,749537.0,1958809.0,1559978.0,354964003.0,0.0237155490659296,0.011895017973297,0.0134056756185846,0.1330010987239302,0.0648172688690041,0.7393344942662635,0.1007937208579811,0.1728936812427265,0.5858455587156635,1.0049137428785833,0.5858455587156635,False,An Binh Commercial Joint Stock Bank,ABB,JSCB,,2021
20221231,1,130146645.0,84124615.0,82010652.0,13053393,3924.0,166.0,2365609.0,1026533.0,8160575.0,4395195.0,3765380.0,2735013.0,1038874.0,879252.0,1702405.0,1356730.0,102907266.0,0.02884514319,0.01251706912,0.01042462524,0.1039369611,0.08000958913,0.8072591882000001,0.1002975758999999,0.1551673431,0.630140346683543,0.9748710529016984,0.630140346683543,False,An Binh Commercial Joint Stock Bank,ABB,JSCB,,2022
20021231,2,9349660.0,8297194.0,3908156.0,489452,,13.0,30634.0,13372.0,509284.0,277942.0,231342.0,135138.0,31232.0,79511.0,164651.0,123022.0,256492.0,0.0078384793237526,0.0034215624964817,0.0131579116245938,0.2513464037331546,0.0437677721083609,0.715004041673374,0.0523497111124896,0.0589900633876946,0.4179997989231694,0.4710214079603297,0.4179997989231694,False,Asia Commercial Joint Stock Bank,ACB,JSCB,,2002
20031231,2,10854801.0,8969542.0,5352255.0,562391,1252.0,24.0,35330.0,21765.0,668568.0,408995.0,259573.0,156327.0,44457.0,83508.0,188402.0,132128.0,386015.0,0.0066009560456293,0.0040665102839831,0.012172309745706,0.2349397483245642,0.0492537826039024,0.7500384756223764,0.0518103464080087,0.0627000798925965,0.4930772107199386,0.596714414180791,0.4930772107199386,False,Asia Commercial Joint Stock Bank,ACB,JSCB,,2003
20041231,2,15419534.0,13040340.0,6698437.0,709998,1558.0,30.0,48660.0,26027.0,855738.0,505443.0,350295.0,197887.0,71035.0,93064.0,282148.0,214091.0,750725.0,0.0072643812280387,0.0038855332967974,0.0138844014352184,0.3015374691196313,0.04145870444611,0.7136942681622522,0.0460453603850803,0.0544462797749138,0.4344124147980088,0.5136704257711072,0.4344124147980088,False,Asia Commercial Joint Stock Bank,ACB,JSCB,,2004
20051231,2,24272864.0,19984920.0,9381517.0,1283206,2128.0,61.0,27939.0,20825.0,1354980.0,840715.0,514265.0,304541.0,108538.0,154884.0,391550.0,299201.0,816930.0,0.0029780897908088,0.0022197902535378,0.012326563523777,0.2331667713523783,0.0357206139751636,0.7452183294443151,0.0528658670027566,0.0642087133698808,0.3865022685415285,0.4694298000692522,0.3865022685415285,False,Asia Commercial Joint Stock Bank,ACB,JSCB,,2005
20061231,2,44650194.0,29394703.0,17014419.0,1696515,2892.0,84.0,33532.0,56207.0,2490616.0,1670044.0,820572.0,835156.0,197211.0,462424.0,442499.0,260856.0,1366019.0,0.0019707990028927,0.0033034921733148,0.0058422142577924,0.1537599137054491,0.0303418825225458,0.8498832479164257,0.0379956915752706,0.0577149903504723,0.3810603600064985,0.5788260218176043,0.3810603600064985,False,Asia Commercial Joint Stock Bank,ACB,JSCB,,2006
20071231,2,85391681.0,55283104.0,31810857.0,6257849,4600.0,113.0,26574.0,134537.0,4538134.0,3227028.0,1311106.0,1426635.0,392062.0,804650.0,1662098.0,1295291.0,3899019.0,0.0008353751676668,0.0042292793306385,0.0151688195481243,0.2069866179257441,0.0247256835537729,0.7368332968901135,0.0732840591345192,0.1131964116920786,0.3725287595638268,0.5754173463197725,0.3725287595638268,False,Asia Commercial Joint Stock Bank,ACB,JSCB,,2007
20081231,2,105306130.0,64216949.0,34832700.0,7766468,6598.0,186.0,308714.0,228623.0,10497846.0,7769589.0,2728257.0,2485995.0,691319.0,1590903.0,1740411.0,1390513.0,1726887.0,0.0088627640119772,0.0065634590485377,0.0132044829678956,0.1790405883343625,0.0391516201130594,0.8549173286584397,0.0737513381224815,0.1209410929815429,0.3307756158164772,0.5424222194050359,0.3307756158164772,False,Asia Commercial Joint Stock Bank,ACB,JSCB,,2008
20091231,2,167881047.0,86919196.0,62537978.0,10106287,6669.0,237.0,254680.0,501994.0,9613889.0,6813361.0,2800528.0,2980024.0,851469.0,1809462.0,1818346.0,1181386.0,3010531.0,0.0040724054109968,0.008027026393466,0.0070370421266195,0.1168961459337143,0.0268068951756542,0.843404398534551,0.0601990944218974,0.1162722098810025,0.3725136286527925,0.7194955876029963,0.3725136286527925,False,Asia Commercial Joint Stock Bank,ACB,JSCB,,2009
20101231,2,205102950.0,106936611.0,87195105.0,11376757,7255.0,280.0,292806.0,716697.0,14960336.0,10796566.0,4163770.0,3596847.0,970747.0,2160020.0,1932952.0,1165498.0,32963157.0,0.0033580554779995,0.0082194636958118,0.0056825023725889,0.10244553874184,0.0356325032695098,0.8816054890356795,0.0554685195897962,0.1063878581302712,0.4251284781618207,0.8153905775076414,0.4251284781618207,False,Asia Commercial Joint Stock Bank,ACB,JSCB,,2010
20111231,2,281019319.0,142218091.0,102809156.0,11959092,8613.0,325.0,917967.0,986436.0,25460938.0,18853380.0,6607558.0,5470331.0,1574327.0,3147466.0,2397159.0,1402307.0,31332076.0,0.008928844820008,0.0095948263596289,0.0049900732981279,0.117258651409321,0.0373364944300937,0.9102888865519724,0.0425561204922,0.0840898082368438,0.3658437304803233,0.7228978766140237,0.3658437304803233,False,Asia Commercial Joint Stock Bank,ACB,JSCB,,2011
20121231,2,176307607.0,125233595.0,102814848.0,12624452,10275.0,347.0,2570970.0,1502082.0,22269055.0,15398127.0,6870928.0,4580822.0,1884580.0,1637169.0,1042676.0,784040.0,7271188.0,0.0250058240615207,0.0146095824603076,0.0044470004065111,0.0621048739382905,0.0954039753646609,0.95039983826179,0.0716046925870872,0.1008072314781029,0.5831560517975836,0.8209845608919875,0.5831560517975836,False,Asia Commercial Joint Stock Bank,ACB,JSCB,,2012
20131231,2,166598989.0,138110836.0,107190021.0,12504202,9131.0,350.0,3242869.0,1547983.0,15205073.0,10818660.0,4386413.0,4030558.0,1554218.0,1499371.0,1035560.0,826493.0,7244078.0,0.0302534598813074,0.0144414842497325,0.0049609724822519,0.0660972207582699,0.0771492466960507,0.9348080281638182,0.0750556895636383,0.0905374434197183,0.6434013894285997,0.7761159377820289,0.6434013894285997,False,Asia Commercial Joint Stock Bank,ACB,JSCB,,2013
20141231,2,179609771.0,154613588.0,116324055.0,12397303,9296.0,345.0,2533248.0,1578804.0,13702832.0,8937199.0,4765633.0,4131822.0,1741228.0,1364807.0,1215401.0,951802.0,9548240.0,0.021777507670275,0.0135724635802973,0.0052992773984439,0.0767749243524982,0.0787953293423054,0.91491423314153,0.0690235443816695,0.0801824934041372,0.6476488130481498,0.7523533765997332,0.6476488130481498,False,Asia Commercial Joint Stock Bank,ACB,JSCB,,2014
20151231,2,201456985.0,174918997.0,134031804.0,12787542,9935.0,345.0,1770693.0,1540817.0,14081792.0,8198265.0,5883527.0,4330474.0,1998639.0,1211110.0,1314151.0,1028232.0,18785438.0,0.013210991325611,0.0114959058523154,0.0051039779037693,0.0804088854605521,0.0905915986874802,0.9050667165599092,0.0634752972203967,0.0731055072308698,0.6653122700113873,0.7662507006028625,0.6653122700113873,False,Asia Commercial Joint Stock Bank,ACB,JSCB,,2015
20161231,2,233680877.0,207051269.0,161604426.0,14062716,9822.0,,1420547.0,1796795.0,16448249.0,9556360.0,6891889.0,5018719.0,2309184.0,1416130.0,1667026.0,1325727.0,,0.0087902728604722,0.0111184764209366,0.0056732370103181,0.0942724719748304,0.0995565199859538,0.8973639192703162,0.0601791476501519,0.0679190041573712,0.6915603367921287,0.7805043976813298,0.6915603367921287,False,Asia Commercial Joint Stock Bank,ACB,JSCB,,2016
20171231,2,284316123.0,241392932.0,196668756.0,16030847,10334.0,,1389619.0,1844638.0,20319639.0,11861885.0,8457754.0,6664493.0,2668747.0,2510314.0,2656207.0,2118131.0,,0.007065784257058,0.0093794156098694,0.0074499151776911,0.1321284521023748,0.0999265014361042,0.8746042090708004,0.0563838829498951,0.0664097613264003,0.6917256535606319,0.8147245835681718,0.6917256535606319,False,Asia Commercial Joint Stock Bank,ACB,JSCB,,2017
20181231,2,329333241.0,269998503.0,227983048.0,21017899,10679.0,359.0,1674978.0,2544172.0,24015362.0,13652442.0,10362920.0,7446821.0,3220676.0,3184545.0,6388572.0,5137054.0,46009686.0,0.0073469409883492,0.0111594788398477,0.0155983464784837,0.244413297447095,0.1056181965974126,0.7675854791765157,0.0638195492692461,0.0778445019748868,0.6922564127075165,0.844386340912416,0.6922564127075165,False,Asia Commercial Joint Stock Bank,ACB,JSCB,,2018
20191231,2,380000000.0,310000000.0,270000000.0,28000000,11168.0,370.0,1449352.0,2535689.0,28000000.0,16000000.0,12000000.0,9165917.0,3763241.0,4198833.0,7403776.0,5897777.0,56633134.0,0.0053679703703703,0.0093914407407407,0.0155204657894736,0.2106348928571428,0.1129626728685433,0.7726789748985352,0.0736842105263157,0.0903225806451613,0.7105263157894737,0.8709677419354839,0.7105263157894737,False,Asia Commercial Joint Stock Bank,ACB,JSCB,,2019
20201231,2,445000000.0,353000000.0,309000000.0,35448163,11272.0,372.0,1840384.0,2950364.0,31855748.0,17273625.0,14582123.0,8948907.0,4337109.0,2914057.0,9595888.0,7682823.0,74503292.0,0.0059559352750809,0.0095481035598705,0.0172647707865168,0.2167340237066727,0.1102891137946625,0.732096278953678,0.0796587932584269,0.1004197252124645,0.6943820224719102,0.8753541076487252,0.6943820224719102,False,Asia Commercial Joint Stock Bank,ACB,JSCB,,2020
20211231,2,527769944.0,379920669.0,356050950.0,44900909,12112.0,372.0,2799364.0,5861588.0,33713810.0,14769018.0,18944792.0,9925969.0,5128784.0,2726557.0,11998113.0,9602747.0,94814083.0,0.007862256792181,0.0164627787118669,0.0181949485929801,0.2138653139516618,0.1127958613746804,0.6730144632097043,0.0850766693148407,0.1181849598185457,0.6746328661717046,0.9371718336282462,0.6746328661717046,False,Asia Commercial Joint Stock Bank,ACB,JSCB,,2021
20221231,2,607875185.0,413952789.0,413706244.0,58438663,13035.0,372.0,3044915.0,4849736.0,40698834.0,17165305.0,23533529.0,13257160.0,6069294.0,5168311.0,17114208.0,13688193.0,80948705.0,0.007360089542,0.01172265604,0.02251809802,0.2342317961999999,0.1237385261999999,0.6399788433,0.09613595758,0.1411722896,0.6805776156169296,0.9994044127578036,0.6805776156169296,False,Asia Commercial Joint Stock Bank,ACB,JSCB,,2022
20021231,3,91574716.0,42838237.0,70278272.0,-370195,,,,,,,,,,,,-224746.0,,0.0205972364139898,0.0192826782745923,-0.0024542363855106,0.6071016626372587,0.1347028940176425,0.9318534232586728,-0.0040425459796129,-0.0086416955020814,0.7674418777340243,1.640550053448745,0.7674418777340243,True,Vietnam Bank for Agriculture and Rural Development,AGB,SOCB,,2002
20031231,3,122756591.0,71912683.0,99205174.0,126135,27361.0,1728.0,711623.0,7693332.0,9032860.0,5132503.0,3900357.0,2545666.0,,2506812.0,-686485.0,-1113030.0,,0.0071732448148319,0.077549705220012,-0.0090669673288662,-8.82411701748127,0.1784208156497511,1.0981859305998385,0.0010275212025071,0.0017540021417362,0.8081453972601764,1.3795226358054251,0.8081453972601764,False,Vietnam Bank for Agriculture and Rural Development,AGB,SOCB,,2003
20041231,3,161757169.0,92212207.0,129204040.0,483619,28403.0,1881.0,2248150.0,,12392386.0,7018834.0,5373552.0,3471457.0,,3406956.0,114753.0,-298100.0,,0.0173999977090499,0.0192826782745923,-0.0018428858630679,-0.6163943103972342,0.177041385869259,0.989179394258053,0.0029897840262028,0.0052446310063915,0.7987530988502896,1.4011598269196617,0.7987530988502896,True,Vietnam Bank for Agriculture and Rural Development,AGB,SOCB,,2004
20051231,3,192319498.0,120162398.0,151655218.0,781031,29429.0,2000.0,3488070.0,,16222274.0,9285449.0,6936825.0,4730839.0,,4657124.0,390813.0,290087.0,,0.0229999999076853,0.0192826782745923,0.001508359802395,0.3714154751860041,0.1819126676011397,0.9728735850467072,0.0040611118899655,0.0064997953852418,0.788558724295339,1.2620854820157634,0.788558724295339,True,Vietnam Bank for Agriculture and Rural Development,AGB,SOCB,,2005
20061231,3,238495226.0,160396533.0,181252956.0,2562745,29429.0,2000.0,3443806.0,,22300210.0,13167755.0,9132455.0,5189096.0,2314829.0,2398744.0,1453882.0,1106921.0,,0.0189999990951871,0.0192826782745923,0.004641271100328,0.4319278742130021,0.1653854820005923,0.926611397973008,0.0107454771442678,0.0159775585673039,0.7599856778684534,1.1300303853824571,0.7599856778684534,True,Vietnam Bank for Agriculture and Rural Development,AGB,SOCB,,2006
20071231,3,321444140.0,233638843.0,246188332.0,10451173,31000.0,2200.0,6154708.0,,29055125.0,17137863.0,11917262.0,7729845.0,4372070.0,2695157.0,5155507.0,4515271.0,,0.0249999987814207,0.0192826782745923,0.0140468294117914,0.432034853886736,0.1639021874925259,0.8282826472781146,0.0325131856502345,0.0447321723811138,0.765882159183241,1.0537131961400783,0.765882159183241,True,Vietnam Bank for Agriculture and Rural Development,AGB,SOCB,,2007
20081231,3,400485183.0,299954030.0,294523096.0,17613122,33967.0,2200.0,7823385.0,5582269.0,45018970.0,30579995.0,14438975.0,9801905.0,5754280.0,3412276.0,3965638.0,3319214.0,,0.0265628913530095,0.018953586580524,0.0082879820300368,0.1884512013259205,0.1415259428264586,0.9105781700891716,0.0439794597844085,0.0587194044367398,0.735415711996516,0.9818941122411324,0.735415711996516,False,Vietnam Bank for Agriculture and Rural Development,AGB,SOCB,,2008
20091231,3,475338975.0,339255009.0,372308615.0,11636366,35135.0,2313.0,9405233.0,6356843.0,43246817.0,31756976.0,11489841.0,10613512.0,4907936.0,3700265.0,2793842.0,1829680.0,,0.0252619268560304,0.0170741227677473,0.0038492109762301,0.1572380930610123,0.1165316098343573,0.9381405192991904,0.0244801428285993,0.0342997618054329,0.7832486595486936,1.0974299719182627,0.7832486595486936,False,Vietnam Bank for Agriculture and Rural Development,AGB,SOCB,,2009
20101231,3,530713255.0,389890718.0,422393790.0,24749029,37500.0,2313.0,15839767.0,,55826970.0,38265172.0,17561798.0,13073873.0,7701132.0,4464058.0,3480275.0,2568155.0,,0.0374999997040676,0.0192826782745923,0.0048390632338738,0.1037679094400026,0.1704305793436014,0.9365137145079508,0.0466335234080407,0.0634768355783222,0.7958983236625586,1.0833645698639074,0.7958983236625586,True,Vietnam Bank for Agriculture and Rural Development,AGB,SOCB,,2010
20111231,3,556269883.0,406677306.0,440895421.0,26491809,39950.0,2400.0,17542435.0,,77222886.0,50495563.0,26727323.0,17493724.0,10292535.0,5190080.0,3513926.0,2279872.0,,0.0397881995694393,0.0192826782745923,0.004098499792411,0.0860595061666041,0.2328290599840013,0.950856390187669,0.0476240217376643,0.0651420883564129,0.7925926505713774,1.0841407044237674,0.7925926505713774,True,Vietnam Bank for Agriculture and Rural Development,AGB,SOCB,,2011
20121231,3,614946541.0,502012284.0,480616369.0,34519615,37945.0,2275.0,,,72510098.0,47117661.0,25392437.0,17438009.0,10113650.0,5433300.0,4104596.0,2479398.0,,0.020567136691232,0.0192826782745923,0.0040318919364406,0.0718257721008765,0.1899071473090567,0.940218757672742,0.0561343347730124,0.0687624906804073,0.7815579679795288,0.9573796983023628,0.7815579679795288,True,Vietnam Bank for Agriculture and Rural Development,AGB,SOCB,,2012
20131231,3,697140946.0,568691890.0,536788478.0,37767003,38445.0,2277.0,12624213.0,18008901.0,58976961.0,38315846.0,20661115.0,16256530.0,8124236.0,5991058.0,2456780.0,1678685.0,,0.0235180401916152,0.0335493434343052,0.0024079563962378,0.0444484567652879,0.1347028940176425,0.9569206319658669,0.0541741282257146,0.0664103069941792,0.7699855833744128,0.9439003570105422,0.7699855833744128,False,Vietnam Bank for Agriculture and Rural Development,AGB,SOCB,,2013
20141231,3,763589797.0,656271081.0,558658784.0,41181159,38240.0,2259.0,15307034.0,15307034.0,57616105.0,36197321.0,21418784.0,16775044.0,8142298.0,5720285.0,2528406.0,1786993.0,,0.0273996121396347,0.0273996121396347,0.0023402525898339,0.0433934605871583,0.1084023466219498,0.9544437679973852,0.053930996932899,0.0627502265332944,0.7316215934194836,0.8512622301576016,0.7316215934194836,False,Vietnam Bank for Agriculture and Rural Development,AGB,SOCB,,2014
20151231,3,874807327.0,763361419.0,630478892.0,42508067,37609.0,2248.0,12364807.0,12364807.0,57570547.0,32917854.0,24652693.0,18005192.0,9196214.0,4365710.0,3183278.0,2372751.0,,0.0196117699686605,0.0196117699686605,0.0027123126736225,0.0558188402215513,0.1040762000096668,0.9411662488843264,0.0485913477036984,0.0556853751604127,0.7207060029573803,0.8259244917380347,0.7207060029573803,False,Vietnam Bank for Agriculture and Rural Development,AGB,SOCB,,2015
20161231,3,1002463235.0,866084070.0,749091083.0,44325490,37609.0,,15474301.0,15769461.0,68167713.0,39829781.0,28337932.0,20549209.0,10494123.0,5168036.0,3881157.0,2989740.0,,0.0206574358595054,0.0210514600398734,0.0029823936635441,0.0674496773752529,0.1155056303301214,0.9396024257460848,0.0442165741868827,0.0511792001901154,0.7472504295880736,0.8649172856856725,0.7472504295880736,False,Vietnam Bank for Agriculture and Rural Development,AGB,SOCB,,2016
20171231,3,1152904140.0,1007694065.0,880396143.0,48528603,37828.0,,18000262.0,15934984.0,80266508.0,46245007.0,34021501.0,21927823.0,11507027.0,5057146.0,4985489.0,3931333.0,,0.020445639321707,0.0180997885175878,0.003409939181934,0.0810106361396803,0.1287652922949529,0.9318534232586728,0.0420924874118328,0.0481580716663246,0.7636334300959314,0.8736740381615724,0.7636334300959314,False,Vietnam Bank for Agriculture and Rural Development,AGB,SOCB,,2017
20181231,3,1153000000.0,1008000000.0,864461159.0,48528603,37860.0,2240.0,16083333.0,15934984.0,80266508.0,46245007.0,34021501.0,21927823.0,14530020.0,3763226.0,4985489.0,3931332.0,,0.0186050383323237,0.0184334296967528,0.0034096548135299,0.0810106155332763,0.1213995133457389,0.9318534232586728,0.0420889878577623,0.0481434553571428,0.749749487424111,0.8576003561507937,0.749749487424111,False,Vietnam Bank for Agriculture and Rural Development,AGB,SOCB,,2018
20191231,3,1300000000.0,1100000000.0,990000000.0,58000000,39231.0,2237.0,17845879.0,14000000.0,94000000.0,53000000.0,41000000.0,26992716.0,13940871.0,8666608.0,7264719.0,5688761.0,,0.0180261404040404,0.0141414141414141,0.00437597,0.0980820862068965,0.1362832396774412,0.916743839651028,0.0446153846153846,0.0527272727272727,0.7615384615384615,0.9,0.7615384615384615,False,Vietnam Bank for Agriculture and Rural Development,AGB,SOCB,,2019
20201231,3,1452380867.0,1269373071.0,1103625415.0,69241797,39003.0,2233.0,21526948.0,19777989.0,106467763.0,63807119.0,42660644.0,27958581.0,14036177.0,8990828.0,14116530.0,11247778.0,,0.0195056653348273,0.0179209256430543,0.0077443721929724,0.1624420290536365,0.1258110035001886,0.8666770618639218,0.0476746827042854,0.0545480273545207,0.7598732812279604,0.8694255772501731,0.7598732812279604,False,Vietnam Bank for Agriculture and Rural Development,AGB,SOCB,,2020
20211231,3,1568126913.0,1404875777.0,1189500756.0,73084295,37564.0,2233.0,24428821.0,24457489.0,112285726.0,68625103.0,43660623.0,3463192.0,,,39320149.0,36634012.0,,0.0205370369684741,0.0205611378358804,0.0233616371840179,0.5012569663564519,0.1185734887302096,0.6470631166879954,0.0466061097441288,0.0520218913276913,0.7585487795272601,0.8466946156193851,0.7585487795272601,False,Vietnam Bank for Agriculture and Rural Development,AGB,SOCB,,2021
